,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
32397,False,"{'id': 212166, 'name': 'Puella Magi Madoka Magica: The Movie', 'poster_path': '/1NBengaYji0E1ak2Gqodpm3XAqI.jpg', 'backdrop_path': '/fYGcI54hJAUCQIWtKf1Dx8mCfib.jpg'}",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",,152042,tt2205948,ja,劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,"Madoka Kaname, an ordinary middle-schooler, along with her best friend Sayaka Miki, are offered the chance to have any wish they want granted by the mysterious Kyubey, and become magical girls and fight witches. However, fellow magical girl Homura Akemi seems intent on stopping Madoka from becoming a magical girl at any cost. Puella Magi Madoka Magica the Movie Part I: Beginnings is a retelling of the first half of the TV anime series.",2.645355,/xeZHn9o9gjVFlYV5F02QQAdlYOa.jpg,"[{'name': 'Shaft', 'id': 6689}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-10-05,0.0,131.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Puella Magi Madoka Magica the Movie Part I: Beginnings,False,7.8,31.0
39539,False,,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.wardogsthemovie.com/,308266,tt2005151,en,War Dogs,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",16.453573,/wJXku1YhMKeuzYNEHux7XtaYPsE.jpg,"[{'name': 'The Mark Gordon Company', 'id': 1557}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Joint Effort', 'id': 83036}]","[{'iso_3166_1': 'KH', 'name': 'Cambodia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-17,86234523.0,114.0,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,An American dream,War Dogs,False,6.8,1392.0
431,False,,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,2124,tt0109456,en,Color of Night,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",14.228963,/qvNWTJ8m65DDGr8olt1o39OQVkH.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-19,19726050.0,121.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.",Color of Night,False,5.4,117.0
36842,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",http://www.poppoli.com,73503,tt0436396,en,Hlemmur,"An Icelandic documentary about the people that work, and hang around Hlemmur, the iconic Reykjavik bus stop.
 The film follows homeless people, people with disabilities, and a bus driver.
 A unique view in to their lives, and the view they have on the world.  Soundtrack by Sigur Rós.",0.042157,/3l7EsRnzrcmU79Nh9GTPU2D0sv.jpg,[],"[{'iso_3166_1': 'IS', 'name': 'Iceland'}]",2002-10-31,0.0,89.0,"[{'iso_639_1': 'is', 'name': 'Íslenska'}]",Released,,Last Stop,False,7.0,1.0
16926,False,"{'id': 473983, 'name': 'Hababam Sınıfı Collection', 'poster_path': '/rebHcRyxEv5e8lN7eihGBH5rxzw.jpg', 'backdrop_path': '/vdI2iVoQcJUwJQioE8JCmRvAX4w.jpg'}",0,[],,31408,tt0252490,tr,Hababam Sınıfı Uyanıyor,No overview found.,1.158092,/ngVujpujv5pJjXzPdnjbNR9e32S.jpg,"[{'name': 'Arzu Film', 'id': 4639}]","[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",1976-01-01,0.0,94.0,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,,Hababam Sınıfı Uyanıyor,False,7.5,8.0
9287,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}]",http://www.nextwavefilms.com/southern/,55852,tt0276515,en,Southern Comfort,"This moving documentary chronicles the last year in the life of Robert Eads, a female-to-male transsexual dying of ovarian cancer. We're introduced to several prominent figures in Robert's life -- most importantly, his life partner, Lola Cola. Lola is a transsexual who's become Robert's life partner and caretaker. The two prepare to lead a panel at the annual Southern Comfort conference, a yearly event created for transgendered individuals.",0.313267,/nydKoA9p6VDM5psKOwTtFRVetIr.jpg,[],[],2001-01-25,0.0,90.0,[],Released,Love is a many-gendered thing,Southern Comfort,False,7.8,4.0
34246,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,139579,tt0078648,en,Маленькие трагедии,A feature film based on the three-part adaptation of the poetic and dramatic cycle of Alexander Pushkin,1.086068,/egFpOr7xeVAaBlH00t0oueIUcXe.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1980-06-30,0.0,240.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Little Tragedies,False,6.3,5.0
16277,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,96366,tt0036748,fr,Days of Glory,A heroic guerilla group fights back against impossible odds during the 1941 Nazi invasion of Russia.,1.131074,/6f0Q8CiCBvOzzY5MUYNtItlil2t.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1944-06-16,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Days of Glory,False,5.1,6.0
34105,False,,0,[],,156988,tt0069493,it,"Il West ti va stretto, amico... è arrivato Alleluja","Ramirez, the general of the Mexican revolution against Maximilian who has been appointed king of Mexico, organizes his forces to attack the king's General, Miranda. Ramirez realizes that the Aztec Indians would be allies of great value, so he offers to return to them an idol statue that has been stolen from them. Only Alleluja is capable of retrieving the idol from the thieves.",0.00104,/nJnzVzknaht6SUMUz8kJjpdG4Ws.jpg,[],[],1972-08-30,0.0,83.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Return of Halleluja,False,0.0,0.0
11032,False,,0,"[{'id': 18, 'name': 'Drama'}]",,51571,tt0038948,en,Sister Kenny,True story of the Australian nurse who fought to gain acceptance for her polio-treatment methods.,0.359871,/wfw2n1boEsQVQWRrpETqWdtPjz5.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-10-10,0.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A woman made for love . . . but whose service to humanity became her destiny!,Sister Kenny,False,6.7,5.0
41457,False,,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/moana,277834,tt3521164,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",9.143457,/z4x0Bp48ar3Mda8KiPD1vwSY3D8.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-11-23,643034466.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The ocean is calling.,Moana,False,7.3,3471.0
34380,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,88950,tt0074080,en,'Gator Bait,"Desiree lives deep in the swamp and supports herself and her siblings by poaching. Ben and deputy Billy hope to get a little sexual comfort from the ""Cajun swamp rat"" when they catch Desiree trapping 'gators, and give chase. Desiree outsmarts them but Billy accidentally shoots Ben and tells his sheriff dad that Desiree did it. Ben's dad and sons join them in the search party and quickly get out of control. Soon the hunters become the hunted as Desiree exacts her revenge for their violence against her family.",0.908897,/1cDs39BQM8DGe5YliSr5F4GuGT5.jpg,"[{'name': 'Sebastian Films Limited', 'id': 42610}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-06-01,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"UNTAMED AND DEADLY, she ruled the swamp with a BLAZING GUN and a LUSCIOUS SMILE",'Gator Bait,False,6.5,2.0
19482,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",,270372,tt2062555,en,In Passing,In Passing is a collaboration between seven different filmmakers from around the world in response to Jesse Richards' 2008 Remodernist Film Manifesto.,0.007123,/xbrjPWVjzxPc0jdlSkJISrv2ONx.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2011-09-27,0.0,75.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,In Passing,False,0.0,0.0
1844,False,"{'id': 155474, 'name': 'French Connection Collection', 'poster_path': '/zheN2WhCSS1M8rkjObQGr0dZdvZ.jpg', 'backdrop_path': '/islbdTICsxPE1c3YEFzEc9Wb46p.jpg'}",1800000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1051,tt0067116,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,6.694959,/xwDi4wF0I1L5bSW08Y8GocDGjJP.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""D'Antoni Productions"", 'id': 646}, {'name': 'Schine-Moore Productions', 'id': 73950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-10-09,41158757.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,False,7.4,435.0
9552,False,,0,"[{'id': 18, 'name': 'Drama'}]",,57564,tt0103935,zh,青少年哪吒,"Defying his parents, disaffected youth Hsiao Kang drops out of the local cram school to head for the bright lights of downtown Taipei. He falls in with Ah Tze, a young hoodlum, and their relationship is a confused mixture of hero-worship and rivalry that soon leads to trouble.",0.64432,/8abL8I2emq22cPAWGbLkMn86ZUa.jpg,"[{'name': 'Central Motion Pictures', 'id': 25345}, {'name': 'Central Motion Pictures Corporation', 'id': 25346}, {'name': 'Golden Harvest Productions', 'id': 39985}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1993-02-01,0.0,106.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Rebels of the Neon God,False,7.3,17.0
35437,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,232420,tt0104616,ja,きらきらひかる,"Shoko and Mutsuki get married to satisfy their worried parents, but she is well past the age at which a 'good' Japanese woman should marry, and he is in love with a young male college student. The film is less a realistic exploration of gay life than a fairy tale of three young Japanese trying to construct an alternative to the sexual and familial roles given to them by a society turning increasingly emotionally barren.L.",0.464681,/bPqeCqDyCsEw7QE6S2C0Efo8BAX.jpg,"[{'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Space Bond', 'id': 17995}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1992-10-24,0.0,98.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Twinkle,False,4.0,1.0
29555,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,170315,tt0056918,en,The Ceremony,A man (Robert Walker) has an affair with his condemned brother's (Laurence Harvey) girlfriend (Sarah Miles) while plotting his escape in Tangier.,0.908396,/hdjHOs7zPXHIqyXimibWCpJta1L.jpg,"[{'name': 'Magla Productions', 'id': 5347}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-12-18,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Shocking! . . . Savage! . . . Sensual! This is the Ceremony,The Ceremony,False,4.8,2.0
29993,False,,0,[],,73369,tt0042953,en,Shakedown,"In ""Shakedown,"" Howard Duff plays a photographer who will stop at nothing to climb his way to the very top of the success ladder. On the strength of his sheer tenacity, he gets a job with a major newspaper, and it's not long before he's made a name for himself by charming a notorious crime boss (Brian Donlevy) into allowing himself to be photographed. Donlevy takes him under his wing, but Duff decides to bite the hand that feeds him and sets Donlevy and another crime boss, Lawrence Tierney, against one another. He uses photos to blackmail Tierney into providing him with a steady income while he sidles up to Donlevy's wife on the sly, all the while romancing the photo editor of the paper at which he works.",0.455328,/50hv9qou8XalmpbMCD062yaO7zR.jpg,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-09-01,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His camera Was More Deadly Than A Gangster's Gun!,Shakedown,False,4.5,4.0
28114,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,28190,tt0043303,fr,L'Auberge rouge,"A group of travelers, including a monk, stay in a lonely inn in the mountains. The host confesses the monk his habit of serving poisoned soup to the guests, to rob their possessions and to bury them in the backyard. The story unfolds as the monk tries to save the guest's lives without violating the holy secrecy of the confession.",1.460192,/qSNhGYJofqvOonKthYr8zX3GERf.jpg,"[{'name': 'Memnon Films', 'id': 19243}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1951-10-19,0.0,98.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Red Inn,False,6.6,14.0
15,False,,52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,524,tt0112641,en,Casino,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,10.137389,/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Légende Entreprises', 'id': 10898}, {'name': 'Syalis DA', 'id': 11583}, {'name': 'De Fina-Cappa', 'id': 11584}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-22,116112375.0,178.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one stays at the top forever.,Casino,False,7.8,1343.0
27712,False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",,211722,tt1828124,en,A Spell to Ward Off the Darkness,"A man at three disparate moments in his life: as a member of a fifteen-person collective on a small Estonian island, alone in the wilderness of Northern Finland and as the singer of a neo-pagan black metal band in Norway. Three moments for a radical proposition for the creation of utopia in the present.",0.223872,/671LtWstxve7orDzJQTefOdj3O6.jpg,[],[],2013-08-09,0.0,94.0,[],Released,,A Spell to Ward Off the Darkness,False,7.2,6.0
12313,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.ethangreen-themovie.com/,33358,tt0424287,en,The Mostly Unfabulous Social Life of Ethan Green,"Ethan Green (Daniel Letterle) has no problem finding guys who want to sleep with him or even date him, but finding someone to settle down with is a different story. Given three choices -- a sexy teenager, a hunky jock, or his ex-boyfriend who is about to get married -- will he find a Mr. Right, or is he destined to an unfabulous existence. Based on a popular gay-themed comic strip.",0.767631,/wChlClhwG7EjXdoMk2YWyynAYqb.jpg,"[{'name': 'Here Films', 'id': 3714}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-04-29,152810.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You think you have dating problems...,The Mostly Unfabulous Social Life of Ethan Green,False,5.3,11.0
11631,False,,0,"[{'id': 10402, 'name': 'Music'}]",http://www.catsthemusical.com/the-show/the-film/,26598,tt0173714,en,Cats,"Cats is a pop-cultural phenomenon that has been performed on stage for more than 50 million patrons in 26 countries for almost 18 years, resulting in more than two billion dollars in ticket sales. Now that Cats has finally made it to the small screen, attention must be paid not just by fans of this critic-proof show, but also by those entertainment mavens who have somehow avoided it until now.",2.548705,/5HceqylyY9WWNYzWs1MlyuvJGPb.jpg,"[{'name': 'Universal Pictures UK', 'id': 4400}, {'name': 'THE REALLY USEFUL THEATRE COMPANY PRODUCTION', 'id': 7922}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1998-10-05,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The World's Best-loved Musical: The Memory will Live Forever,Cats,False,7.1,19.0
13783,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,49767,tt0478149,en,Fade to Black,"Still reeling from the painful breakup of his marriage to screen siren Rita Hayworth, iconic filmmaker Orson Welles (Danny Huston) makes his way to Rome, where he gets pulled into a tangled political plot involving murder and mysterious motives. A beautiful actress (Paz Vega) proves a tempting distraction. But if they want to stay alive, Welles and his young Italian driver (Diego Luna) need to stay focused.",1.11251,/csBkJaEdnOUh6y04ydLXyHNHKXp.jpg,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Ealing Studios', 'id': 2650}, {'name': 'Dakota Films', 'id': 16105}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2006-03-09,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sex.  Corruption.  Murder.  Get the picture?,Fade to Black,False,5.0,4.0
